record_id,state_code,state_name,year,indicator_id,value_numeric,value_text,unit_label,source_system,source_dataset,source_release_id,source_url,source_row_id,quality_flag,comparability_flag,notes
CT_2011_NAEP_G4_MATH,CT,Connecticut,2011,naep_g4_math_avg_score,242.413407,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2011_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2011,NAEP:mathematics:4:MRPCM:2011:CT:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
CT_2013_NAEP_G4_MATH,CT,Connecticut,2013,naep_g4_math_avg_score,243.440297,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2013_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2013,NAEP:mathematics:4:MRPCM:2013:CT:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
CT_2015_NAEP_G4_MATH,CT,Connecticut,2015,naep_g4_math_avg_score,240.159469,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2015_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2015,NAEP:mathematics:4:MRPCM:2015:CT:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
CT_2017_NAEP_G4_MATH,CT,Connecticut,2017,naep_g4_math_avg_score,239.237651,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2017_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2017,NAEP:mathematics:4:MRPCM:2017:CT:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
CT_2019_NAEP_G4_MATH,CT,Connecticut,2019,naep_g4_math_avg_score,243.259502,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2019_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2019,NAEP:mathematics:4:MRPCM:2019:CT:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
CT_2022_NAEP_G4_MATH,CT,Connecticut,2022,naep_g4_math_avg_score,236.356323,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2022_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2022,NAEP:mathematics:4:MRPCM:2022:CT:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
CT_2024_NAEP_G4_MATH,CT,Connecticut,2024,naep_g4_math_avg_score,239.072043,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2024_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2024,NAEP:mathematics:4:MRPCM:2024:CT:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2000_NAEP_G4_MATH,DE,Delaware,2000,naep_g4_math_avg_score,999.000000,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2000_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2000,NAEP:mathematics:4:MRPCM:2000:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2003_NAEP_G4_MATH,DE,Delaware,2003,naep_g4_math_avg_score,235.859425,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2003_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2003,NAEP:mathematics:4:MRPCM:2003:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2005_NAEP_G4_MATH,DE,Delaware,2005,naep_g4_math_avg_score,239.716912,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2005_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2005,NAEP:mathematics:4:MRPCM:2005:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2007_NAEP_G4_MATH,DE,Delaware,2007,naep_g4_math_avg_score,241.794895,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2007_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2007,NAEP:mathematics:4:MRPCM:2007:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2009_NAEP_G4_MATH,DE,Delaware,2009,naep_g4_math_avg_score,239.490569,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2009_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2009,NAEP:mathematics:4:MRPCM:2009:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2011_NAEP_G4_MATH,DE,Delaware,2011,naep_g4_math_avg_score,240.359832,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2011_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2011,NAEP:mathematics:4:MRPCM:2011:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2013_NAEP_G4_MATH,DE,Delaware,2013,naep_g4_math_avg_score,243.107758,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2013_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2013,NAEP:mathematics:4:MRPCM:2013:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2015_NAEP_G4_MATH,DE,Delaware,2015,naep_g4_math_avg_score,238.678019,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2015_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2015,NAEP:mathematics:4:MRPCM:2015:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2017_NAEP_G4_MATH,DE,Delaware,2017,naep_g4_math_avg_score,236.127562,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2017_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2017,NAEP:mathematics:4:MRPCM:2017:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2019_NAEP_G4_MATH,DE,Delaware,2019,naep_g4_math_avg_score,239.319660,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2019_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2019,NAEP:mathematics:4:MRPCM:2019:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2022_NAEP_G4_MATH,DE,Delaware,2022,naep_g4_math_avg_score,225.578602,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2022_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2022,NAEP:mathematics:4:MRPCM:2022:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
DE_2024_NAEP_G4_MATH,DE,Delaware,2024,naep_g4_math_avg_score,233.189119,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2024_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2024,NAEP:mathematics:4:MRPCM:2024:DE:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
FL_2000_NAEP_G4_MATH,FL,Florida,2000,naep_g4_math_avg_score,999.000000,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2000_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2000,NAEP:mathematics:4:MRPCM:2000:FL:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
FL_2003_NAEP_G4_MATH,FL,Florida,2003,naep_g4_math_avg_score,233.728811,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2003_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2003,NAEP:mathematics:4:MRPCM:2003:FL:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
FL_2005_NAEP_G4_MATH,FL,Florida,2005,naep_g4_math_avg_score,238.930650,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2005_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2005,NAEP:mathematics:4:MRPCM:2005:FL:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
FL_2007_NAEP_G4_MATH,FL,Florida,2007,naep_g4_math_avg_score,242.020250,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2007_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2007,NAEP:mathematics:4:MRPCM:2007:FL:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
FL_2009_NAEP_G4_MATH,FL,Florida,2009,naep_g4_math_avg_score,241.944909,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2009_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2009,NAEP:mathematics:4:MRPCM:2009:FL:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
FL_2011_NAEP_G4_MATH,FL,Florida,2011,naep_g4_math_avg_score,239.826451,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2011_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2011,NAEP:mathematics:4:MRPCM:2011:FL:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
FL_2013_NAEP_G4_MATH,FL,Florida,2013,naep_g4_math_avg_score,241.675810,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2013_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2013,NAEP:mathematics:4:MRPCM:2013:FL:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
FL_2015_NAEP_G4_MATH,FL,Florida,2015,naep_g4_math_avg_score,242.664321,,NAEP scale score,NCES_NAEP,NAEP Data Service API,NAEP_API_2015_mathematics_4_MRPCM_2026-05-06,https://www.nationsreportcard.gov/Dataservice/GetAdhocData.aspx?type=data&subject=mathematics&grade=4&subscale=MRPCM&variable=TOTAL&jurisdiction=AL%2CAK%2CAZ%2CAR%2CCA%2CCO%2CCT%2CDE%2CFL%2CGA%2CHI%2CID%2CIL%2CIN%2CIA%2CKS%2CKY%2CLA%2CME%2CMD%2CMA%2CMI%2CMN%2CMS%2CMO%2CMT%2CNE%2CNV%2CNH%2CNJ%2CNM%2CNY%2CNC%2CND%2COH%2COK%2COR%2CPA%2CRI%2CSC%2CSD%2CTN%2CTX%2CUT%2CVT%2CVA%2CWA%2CWV%2CWI%2CWY&stattype=MN%3AMN&year=2015,NAEP:mathematics:4:MRPCM:2015:FL:R3,high,fully_comparable,NAEP state average score for TOTAL students; assessment cycles are non-annual.
